Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Global500,Best_Companies,Number_of_employees,MarketCap_March31_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,Footnote,MarketCap_Updated_M,Updated
637,Clean Harbors,CLH,Business Services,Waste Management,yes,no,no,yes,78.0,yes,no,n/a,no,no,20018,7709.0,5167,35.8,412,102.6,6130,Eric W. Gerstenberg/Michael L. Battles,U.S.,Norwell,MA,www.cleanharbors.com,Public,"Market value as of March 31, 2023.",7709.0,2023-06-05
638,Leggett & Platt,LEG,Household Products,"Home Equipment, Furnishings",yes,no,no,no,-40.0,no,yes,n/a,no,no,19900,4242.0,5147,1.5,310,-23.0,5186,J. Mitchell Dolloff,U.S.,Carthage,MO,www.leggett.com,Public,"Market value as of March 31, 2023.",4242.0,2023-06-05
639,JELD-WEN Holding,JELD,Materials,"Building Materials, Glass",yes,no,no,no,-13.0,no,yes,n/a,no,no,23400,1077.0,5129,7.5,46,-72.9,3501,William J. Christensen,U.S.,Charlotte,NC,www.jeld-wen.com,Public,"Market value as of March 31, 2023.",1077.0,2023-06-05
640,Equifax,EFX,Business Services,Financial Data Services,yes,no,no,yes,-23.0,no,yes,n/a,no,no,14000,24995.0,5122,4.0,696,-6.4,11548,Mark W. Begor,U.S.,Atlanta,GA,www.equifax.com,Public,"Market value as of March 31, 2023.",24995.0,2023-06-05
641,Iron Mountain,IRM,Business Services,Diversified Outsourcing Services,yes,no,no,yes,11.0,yes,no,n/a,no,no,26000,15427.0,5104,13.6,557,23.7,16141,William L. Meaney,U.S.,Portsmouth,NH,www.ironmountain.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",15427.0,2023-06-05
642,Synopsys,SNPS,Technology,Computer Software,yes,yes,no,yes,32.0,yes,no,n/a,no,no,19000,58827.0,5082,20.9,985,30.0,9418,Aart J. de Geus,U.S.,Mountain View,CA,www.synopsys.com,Public,"Figures are for fiscal year ended Oct. 31, 2022. Market value as of March 31, 2023.",58827.0,2023-06-05
643,Spirit Airlines,SAVE,Transportation,Airlines,no,no,no,yes,152.0,yes,no,n/a,no,no,12025,1874.0,5068,56.9,-554,,9185,Edward M. Christie III,U.S.,Miramar,FL,www.spirit.com,Public,"Market value as of March 31, 2023.",1874.0,2023-06-05
644,OneMain Holdings,OMF,Financials,Diversified Financials,yes,no,no,yes,-24.0,no,yes,n/a,no,no,9200,4480.0,5064,3.5,878,-33.2,22533,Douglas H. Shulman,U.S.,Evansville,IN,www.omf.com,Public,"Market value as of March 31, 2023.",4480.0,2023-06-05
645,Spirit AeroSystems Holdings,SPR,Aerospace & Defense,Aerospace & Defense,no,no,no,yes,53.0,yes,no,n/a,no,no,18235,3628.0,5030,27.2,-546,,6666,Thomas C. Gentile III,U.S.,Wichita,KS,www.spiritaero.com,Public,"Market value as of March 31, 2023.",3628.0,2023-06-05
646,CME Group,CME,Financials,Securities,yes,no,no,no,-10.0,no,yes,n/a,no,no,3460,68898.0,5019,7.0,2691,2.1,174176,Terrence A. Duffy,U.S.,Chicago,IL,www.cmegroup.com,Public,"Market value as of March 31, 2023.",68898.0,2023-06-05
647,TopBuild,BLD,Engineering & Construction,Engineering & Construction,yes,no,no,yes,108.0,yes,no,n/a,no,no,13119,6609.0,5009,43.7,556,71.6,4607,Robert M. Buck,U.S.,Daytona Beach,FL,www.topbuild.com,Public,"Market value as of March 31, 2023.",6609.0,2023-06-05
648,Autodesk,ADSK,Technology,Computer Software,yes,no,no,yes,13.0,yes,no,n/a,no,no,13700,44709.0,5005,14.1,823,65.6,9438,Andrew Anagnost,U.S.,San Francisco,CA,www.autodesk.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",44709.0,2023-06-05
649,American Eagle Outfitters,AEO,Retailing,Specialty Retailers: Apparel,yes,no,no,no,-44.0,no,yes,n/a,no,no,24000,2628.0,4990,-0.4,125,-70.2,3421,Jay L. Schottenstein,U.S.,Pittsburgh,PA,www.aeo-inc.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",2628.0,2023-06-05
650,Peabody Energy,BTU,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,131.0,yes,no,n/a,no,no,5500,3705.0,4982,50.1,1297,260.2,5611,James C. Grech,U.S.,St. Louis,MO,www.peabodyenergy.com,Public,"Market value as of March 31, 2023.",3705.0,2023-06-05
651,Hubbell,HUBB,Industrials,"Electronics, Electrical Equip.",yes,no,no,no,-16.0,no,yes,n/a,no,no,16300,13036.0,4977,5.8,546,36.6,5403,Gerben W. Bakker,U.S.,Shelton,CT,www.hubbell.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",13036.0,2023-06-05
652,Kelly Services,KELYA,Business Services,Temporary Help,no,no,no,yes,-34.0,no,yes,n/a,no,no,7500,616.0,4965,1.1,-63,-140.0,2664,Peter W. Quigley,U.S.,Troy,MI,www.kellyservices.com,Public,"Market value as of March 31, 2023.",616.0,2023-06-05
653,Southwest Gas Holdings,SWX,Energy,Utilities: Gas and Electric,no,no,yes,yes,75.0,yes,no,n/a,no,no,13614,4454.0,4960,34.8,-203,-201.3,13197,Karen S. Haller,U.S.,Las Vegas,NV,www.swgasholdings.com,Public,"Market value as of March 31, 2023.",4454.0,2023-06-05
654,Winnebago Industries,WGO,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,yes,83.0,yes,no,n/a,no,no,7445,1763.0,4958,36.6,391,38.6,2417,Michael J. Happe,U.S.,Eden Prairie,MN,www.winnebagoind.com,Public,"Figures are for fiscal year ended Aug. 31, 2022. Market value as of March 31, 2023.",1763.0,2023-06-05
655,Tempur Sealy International,TPX,Household Products,"Home Equipment, Furnishings",yes,no,no,no,-40.0,no,yes,n/a,no,no,12000,6795.0,4921,-0.2,456,-27.0,4360,Scott L. Thompson,U.S.,Lexington,KY,www.tempursealy.com,Public,"Market value as of March 31, 2023.",6795.0,2023-06-05
656,Host Hotels & Resorts,HST,Financials,Real estate,yes,no,no,yes,200.0,yes,no,n/a,no,no,165,11682.0,4907,69.8,633,,12269,James F. Risoleo,U.S.,Bethesda,MD,www.hosthotels.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",11682.0,2023-06-05
657,Encompass Health,EHC,Health Care,Health Care: Medical Facilities,yes,no,no,no,-65.0,no,yes,n/a,no,no,27679,5395.0,4891,-4.5,271,-34.3,5637,Mark J. Tarr,U.S.,Birmingham,AL,www.encompasshealth.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",5395.0,2023-06-05
658,TriNet Group,TNET,Business Services,Diversified Outsourcing Services,yes,no,no,yes,-9.0,no,yes,n/a,no,no,3600,4835.0,4885,7.6,355,5.0,3443,Burton M. Goldfield,U.S.,Dublin,CA,www.trinet.com,Public,"Market value as of March 31, 2023.",4835.0,2023-06-05
659,Patrick Industries,PATK,Materials,"Building Materials, Glass",yes,no,no,no,26.0,yes,no,n/a,no,no,11000,1543.0,4882,19.7,328,45.9,2783,Andy L. Nemeth,U.S.,Elkhart,IN,www.patrickind.com,Public,"Market value as of March 31, 2023.",1543.0,2023-06-05
660,Hologic,HOLX,Health Care,Medical Products and Equipment,yes,no,no,yes,-109.0,no,yes,n/a,no,no,6944,19897.0,4863,-13.7,1302,-30.4,9071,Stephen P. MacMillan,U.S.,Marlborough,MA,www.hologic.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",19897.0,2023-06-05
661,Snap-on,SNA,Industrials,Industrial Machinery,yes,no,no,yes,-20.0,no,yes,n/a,no,no,12900,13117.0,4843,5.2,912,11.1,6973,Nicholas T. Pinchuk,U.S.,Kenosha,WI,www.snapon.com,Public,"Market value as of March 31, 2023.",13117.0,2023-06-05
662,Catalent,CTLT,Health Care,Pharmaceuticals,yes,no,no,yes,30.0,yes,no,n/a,no,no,19000,11834.0,4828,20.8,519,-11.3,10507,Alessandro Maselli,U.S.,Somerset,NJ,www.catalent.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",11834.0,2023-06-05
663,EPAM Systems,EPAM,Technology,Information Technology Services,yes,yes,no,yes,58.0,yes,no,n/a,no,no,59300,17246.0,4825,28.4,419,-12.9,4009,Arkadiy Dobkin,U.S.,Newtown,PA,www.epam.com,Public,"Market value as of March 31, 2023.",17246.0,2023-06-05
664,Flowers Foods,FLO,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,yes,,,,n/a,no,no,9200,5791.0,4806,11.0,228,10.8,3313,A. Ryals McMullian,U.S.,Thomasville,GA,www.flowersfoods.com,Public,"Market value as of March 31, 2023.",5791.0,2023-06-05
665,RXO,RXO,Transportation,"Trucking, Truck Leasing",yes,no,no,,,,,n/a,no,no,7419,2290.0,4796,,92,,2031,Drew M. Wilkerson,U.S.,Charlotte,NC,www.rxo.com,Public,"Spun off from XPO (2022 rank: 479), Nov. 1, 2022. Market value as of March 31, 2023.",2290.0,2023-06-05
666,Urban Outfitters,URBN,Retailing,Specialty Retailers: Apparel,yes,yes,no,yes,-20.0,no,yes,n/a,no,no,19110,2555.0,4795,5.4,160,-48.6,3683,Richard A. Hayne,U.S.,Philadelphia,PA,www.urbn.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",2555.0,2023-06-05
667,Spectrum Brands Holdings,SPB,Household Products,Household and Personal Products,yes,no,no,no,163.0,yes,no,n/a,no,no,11000,2715.0,4785,3.7,72,-62.2,5776,David M. Maura,U.S.,Middleton,WI,www.spectrumbrands.com,Public,"Includes revenues from discontinued operations. Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",2715.0,2023-06-05
668,Domtar,,Materials,Forest and Paper Products,yes,no,no,yes,12.0,yes,no,n/a,no,no,6300,,4731,14.5,339,,4724,Steven M. Henry,U.S.,Fort Mill,SC,www.domtar.com,Private,"Includes revenues from discontinued operations. Acquired Resolute Forest Products (2021 rank: 732), Dec. 28, 2022.",1856.0,2023-06-05
669,Avient,AVNT,Chemicals,Chemicals,yes,no,no,yes,-47.0,no,yes,n/a,no,no,9700,3749.0,4729,-1.9,703,204.6,6085,Robert M. Patterson,U.S.,Avon Lake,OH,www.avient.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",3749.0,2023-06-05
670,Lennox International,LII,Industrials,Industrial Machinery,yes,no,no,yes,6.0,yes,no,n/a,no,no,13200,8914.0,4718,12.5,497,7.1,2568,Alok Maskara,U.S.,Richardson,TX,www.lennoxinternational.com,Public,"Market value as of March 31, 2023.",8914.0,2023-06-05
671,CrossAmerica Partners,CAPL,Energy,"Oil and Gas Equipment, Services",yes,no,no,yes,105.0,yes,no,n/a,no,no,2237,815.0,4697,40.2,64,194.2,1255,Charles M. Nifong Jr.,U.S.,Allentown,PA,www.crossamericapartners.com,Public,"Excise taxes have been deducted. A partnership. Market value as of March 31, 2023.",815.0,2023-06-05
672,Weis Markets,WMK,Food & Drug Stores,Food and Drug Stores,yes,no,no,no,,,,n/a,no,no,23000,2278.0,4696,11.2,125,15.0,1959,Jonathan H. Weis,U.S.,Sunbury,PA,www.weismarkets.com,Public,"Market value as of March 31, 2023.",2278.0,2023-06-05
673,Digital Realty Trust,DLR,Financials,Real estate,yes,no,no,yes,-17.0,no,yes,n/a,no,no,3412,28637.0,4692,6.0,378,-77.9,41485,Andrew P. Power,U.S.,Austin,TX,www.digitalrealty.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",28637.0,2023-06-05
674,Calumet Specialty Products Partners,CLMT,Energy,Petroleum Refining,no,no,no,yes,133.0,yes,no,n/a,no,no,1530,1388.0,4687,48.9,-165,,2742,Todd Borgmann,U.S.,Indianapolis,IN,www.calumetspecialty.com,Public,"Excise taxes have been deducted. A partnership. Market value as of March 31, 2023.",1388.0,2023-06-05
675,Marriott Vacations Worldwide,VAC,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,30.0,yes,no,n/a,no,no,21400,4999.0,4656,19.7,391,698.0,9639,John E. Geller Jr.,U.S.,Orlando,FL,www.marriottvacationsworldwide.com,Public,"Market value as of March 31, 2023.",4999.0,2023-06-05
676,Qorvo,QRVO,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,15.0,yes,no,n/a,no,no,8900,10146.0,4646,15.7,1033,40.9,7509,Robert A. Bruggeworth,U.S.,Greensboro,NC,www.qorvo.com,Public,"Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",10146.0,2023-06-05
677,TreeHouse Foods,THS,"Food, Beverages & Tobacco",Food Consumer Products,no,no,no,no,-20.0,no,yes,n/a,no,no,7500,2830.0,4636,5.2,-146,,4254,Steven T. Oakland,U.S.,Oak Brook,IL,www.treehousefoods.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",2830.0,2023-06-05
678,GMS,GMS,Wholesalers,Wholesalers: Diversified,yes,no,no,no,108.0,yes,no,n/a,no,no,5475,2391.0,4635,40.5,273,159.0,3104,John C. Turner Jr.,U.S.,Tucker,GA,www.gms.com,Public,"Figures are for fiscal year ended April 30, 2022. Market value as of March 31, 2023.",2391.0,2023-06-05
679,Maximus,MMS,Technology,Information Technology Services,yes,no,no,yes,-12.0,no,yes,n/a,no,no,39500,4783.0,4631,8.9,204,-30.0,3993,Bruce L. Caswell,U.S.,McLean,VA,www.maximus.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",4783.0,2023-06-05
680,TelevisaUnivision,,Media,Entertainment,no,no,no,,186.0,yes,no,n/a,no,no,14000,,4626,62.8,-1529,-1243.5,17494,Wade C. Davis,U.S.,New York,NY,corporate.televisaunivision.com,Private,"Acquired by Univision Holdings II, Inc., May 18, 2021, and became a wholly-owned subsidiary. UH Holdco merged with Grupo Televisa's media content business to form TelevisaUnivision, Jan. 31, 2022.",,2023-06-05
681,Paychex,PAYX,Business Services,Diversified Outsourcing Services,yes,no,no,yes,5.0,yes,no,n/a,no,no,16000,41311.0,4612,13.7,1393,26.9,9635,John B. Gibson,U.S.,Rochester,NY,www.paychex.com,Public,"Figures are for fiscal year ended May 31, 2022. Market value as of March 31, 2023.",41311.0,2023-06-05
682,Revvity,RVTY,Health Care,Medical Products and Equipment,yes,no,no,no,-82.0,no,yes,n/a,no,no,16700,16846.0,4610,-9.0,569,-39.7,14130,Prahlad R. Singh,U.S.,Waltham,MA,www.revvity.com,Public,"Spun off its Applied, Food and Enterprise Services businesses and changed name from Perkin Elmer, May 9, 2023. Includes revenues from discontinued operations. Market value as of March 31, 2023.",16846.0,2023-06-05
683,Rithm Capital,RITM,Financials,Real estate,yes,no,no,no,64.0,yes,no,n/a,no,no,5763,3790.0,4607,30.4,955,23.6,32479,Michael Nierenberg,U.S.,New York,NY,www.rithmcap.com,Public,"Changed name from New Residential Investment, Aug. 2, 2022. A real estate investment trust. Market value as of March 31, 2023.",3790.0,2023-06-05
684,Snap,SNAP,Technology,Internet Services and Retailing,no,yes,no,no,-1.0,no,yes,n/a,no,no,5288,17727.0,4602,11.8,-1430,,8030,Evan Spiegel,U.S.,Santa Monica,CA,www.snap.com,Public,"Market value as of March 31, 2023.",17727.0,2023-06-05
685,eXp World Holdings,EXPI,Financials,Real estate,yes,yes,no,yes,32.0,yes,no,n/a,no,no,2016,1940.0,4598,21.9,15,-81.0,382,Glenn Sanford,U.S.,Bellingham,WA,www.expworldholdings.com,Public,"Market value as of March 31, 2023.",1940.0,2023-06-05
686,Stifel Financial,SF,Financials,Securities,yes,no,no,yes,-61.0,no,yes,n/a,no,no,9000,6305.0,4593,-4.0,662,-19.7,37196,Ronald J. Kruszewski,U.S.,St. Louis,MO,www.stifel.com,Public,"Market value as of March 31, 2023.",6305.0,2023-06-05
687,Illumina,ILMN,Technology,"Scientific, Photographic and Control Equipment",no,no,no,yes,-36.0,no,yes,n/a,no,no,12430,36743.0,4584,1.3,-4404,-678.0,12252,Charles Dadswell,U.S.,San Diego,CA,www.illumina.com,Public,"Market value as of March 31, 2023.",36743.0,2023-06-05
688,ASGN,ASGN,Business Services,Diversified Outsourcing Services,yes,no,no,yes,-25.0,no,yes,n/a,no,no,4000,4076.0,4581,5.7,268,-34.6,3586,Theodore S. Hanson,U.S.,Glen Allen,VA,www.asgn.com,Public,"Market value as of March 31, 2023.",4076.0,2023-06-05
689,Penn Mutual Life Insurance,,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,-42.0,no,yes,n/a,no,no,3312,,4568,0.5,180,-65.7,41550,David M. O&#039;Malley,U.S.,Horsham,PA,www.pennmutual.com,Private,"A mutual company, not a stock company. It is grouped with stock companies because it reports according to Generally Accepted Accounting Principles.",,2023-06-05
690,Generac Holdings,GNRC,Industrials,Industrial Machinery,yes,no,no,yes,33.0,yes,no,n/a,no,no,9330,6685.0,4565,22.1,400,-27.4,5170,Aaron P. Jagdfeld,U.S.,Waukesha,WI,www.generac.com,Public,"Market value as of March 31, 2023.",6685.0,2023-06-05
691,Atlas Air Worldwide Holdings,AAWW,Transportation,Transportation and Logistics,yes,no,no,yes,-4.0,no,yes,n/a,no,no,4500,,4549,12.9,356,-27.9,6696,Michael T. Steen,U.S.,Purchase,NY,www.atlasairworldwide.com,Private,"Went private, March 17, 2023.",2523.0,2023-06-05
692,Domino's Pizza,DPZ,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,no,-30.0,no,yes,n/a,no,no,8750,11684.0,4537,4.1,452,-11.4,1602,Russell J. Weiner,U.S.,Ann Arbor,MI,www.dominos.com,Public,"Market value as of March 31, 2023.",11684.0,2023-06-05
693,Brink's,BCO,Business Services,Diversified Outsourcing Services,yes,no,no,no,-18.0,no,yes,n/a,no,no,70850,3116.0,4536,8.0,171,62.2,6366,Mark Eubanks,U.S.,Richmond,VA,www.brinks.com,Public,"Market value as of March 31, 2023.",3116.0,2023-06-05
694,Toro,TTC,Industrials,Construction and Farm Machinery,yes,no,no,yes,3.0,yes,no,n/a,no,no,11287,11592.0,4515,14.0,443,8.2,3556,Richard M. Olson,U.S.,Bloomington,MN,www.thetorocompany.com,Public,"Figures are for fiscal year ended Oct. 31, 2022. Market value as of March 31, 2023.",11592.0,2023-06-05
695,Century Communities,CCS,Engineering & Construction,Homebuilders,yes,yes,no,no,-22.0,no,yes,n/a,no,no,1537,2047.0,4506,6.9,525,5.3,3774,Dale Francescon/Robert J. Francescon,U.S.,Greenwood Village,CO,www.centurycommunities.com,Public,"Market value as of March 31, 2023.",2047.0,2023-06-05
696,Timken,TKR,Industrials,Industrial Machinery,yes,no,no,yes,-17.0,no,yes,n/a,no,no,19404,5934.0,4497,8.8,407,10.4,5772,Richard G. Kyle,U.S.,North Canton,OH,www.timken.com,Public,"Market value as of March 31, 2023.",5934.0,2023-06-05
697,Sentry Insurance Group,,Financials,Insurance: Property and Casualty (Mutual),yes,no,no,yes,-47.0,no,yes,n/a,no,no,4293,,4477,-1.1,334,-54.9,22869,Peter G. McPartland,U.S.,Stevens Point,WI,www.sentry.com,Private,"Market value as of March 31, 2021.",,2023-06-05
698,Western Union,WU,Business Services,Financial Data Services,yes,no,no,no,-99.0,no,yes,n/a,no,no,8900,4175.0,4476,-11.7,911,13.0,8496,Devin B. McGranahan,U.S.,Denver,CO,www.westernunion.com,Public,"Market value as of March 31, 2023.",4175.0,2023-06-05
699,BlueLinx Holdings,BXC,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,-34.0,no,yes,n/a,no,no,2090,616.0,4450,4.0,296,,1490,Shyam K. Reddy,U.S.,Marietta,GA,www.bluelinxco.com,Public,"Market value as of March 31, 2023.",616.0,2023-06-05
700,Carlyle Group,CG,Financials,Securities,yes,no,no,yes,-302.0,no,yes,n/a,no,no,2100,11313.0,4439,-49.5,1225,-58.8,21403,Harvey M. Schwartz,U.S.,Washington,DC,www.carlyle.com,Public,"Market value as of March 31, 2023.",11313.0,2023-06-05
701,Primoris Services,PRIM,Engineering & Construction,Engineering & Construction,yes,no,no,yes,51.0,yes,no,n/a,no,no,12802,1314.0,4421,26.4,133,15.1,3544,Thomas E. McCormick,U.S.,Dallas,TX,www.prim.com,Public,"Market value as of March 31, 2023.",1314.0,2023-06-05
702,Terex,TEX,Industrials,Construction and Farm Machinery,yes,no,no,yes,4.0,yes,no,n/a,no,no,9300,3295.0,4418,13.7,300,35.8,3118,John L. Garrison Jr.,U.S.,Norwalk,CT,www.terex.com,Public,"Market value as of March 31, 2023.",3295.0,2023-06-05
703,Fortinet,FTNT,Technology,Computer Software,yes,yes,no,yes,75.0,yes,no,n/a,no,no,12595,52109.0,4417,32.2,857,41.3,6228,Ken Xie,U.S.,Sunnyvale,CA,www.fortinet.com,Public,"Market value as of March 31, 2023.",52109.0,2023-06-05
704,Bloomin' Brands,BLMN,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,yes,-23.0,no,yes,n/a,no,no,87000,2247.0,4417,7.1,102,-52.7,3320,David J. Deno,U.S.,Tampa,FL,www.bloominbrands.com,Public,"Market value as of March 31, 2023.",2247.0,2023-06-05
705,Elanco Animal Health,ELAN,Health Care,Pharmaceuticals,no,no,no,no,-77.0,no,yes,n/a,no,no,9740,4621.0,4411,-7.4,-78,,15491,Jeffrey N. Simmons,U.S.,Greenfield,IN,www.elanco.com,Public,"Market value as of March 31, 2023.",4621.0,2023-06-05
706,Franchise Group,FRG,Retailing,Specialty Retailers: Other,no,no,no,no,68.0,yes,no,n/a,no,no,11406,952.0,4398,30.8,-69,-118.8,3630,Brian R. Kahn,U.S.,Delaware,OH,www.franchisegrp.com,Public,"Market value as of March 31, 2023.",952.0,2023-06-05
707,Zoom Video Communications,ZM,Technology,Computer Software,yes,yes,no,yes,-23.0,no,yes,n/a,no,no,8484,21697.0,4393,7.1,104,-92.5,8128,Eric S. Yuan,U.S.,San Jose,CA,www.zoom.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",21697.0,2023-06-05
708,FM Global,,Financials,Insurance: Property and Casualty (Stock),no,no,no,no,-290.0,no,yes,n/a,no,no,5445,,4392,-46.9,-296,-110.4,30734,Malcolm C. Roberts,U.S.,Johnston,RI,www.fmglobal.com,Private,"A mutual company, not a stock company. It is grouped with stock companies because it reports according to Generally Accepted Accounting Principles.",,2023-06-05
709,Arista Networks,ANET,Technology,Network and Other Communications Equipment,yes,no,yes,yes,135.0,yes,no,n/a,no,no,3612,51432.0,4381,48.6,1352,60.8,6775,Jayshree V. Ullal,U.S.,Santa Clara,CA,www.arista.com,Public,"Market value as of March 31, 2023.",51432.0,2023-06-05
710,Tri Pointe Homes,TPH,Engineering & Construction,Homebuilders,yes,no,no,yes,-15.0,no,yes,n/a,no,yes,1470,2558.0,4349,9.2,576,22.8,4720,Douglas F. Bauer,U.S.,Incline Village,NV,www.tripointehomes.com,Public,"Market value as of March 31, 2023.",2558.0,2023-06-05
711,Valmont Industries,VMI,Materials,Metals,yes,no,no,yes,39.0,yes,no,n/a,no,no,11364,6817.0,4345,24.1,251,28.2,3557,Avner M. Applbaum,U.S.,Omaha,NE,www.valmont.com,Public,"Market value as of March 31, 2023.",6817.0,2023-06-05
712,Matson,MATX,Transportation,Shipping,yes,no,no,yes,-9.0,no,yes,n/a,no,no,4288,2152.0,4343,10.6,1064,14.7,4330,Matthew J. Cox,U.S.,Honolulu,HI,www.matson.com,Public,"Market value as of March 31, 2023.",2152.0,2023-06-05
